INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
177934247,2018-04-07,19:48:00,BROOKLYN,79,0,UNKNOWN,True,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1000082.9375,189064.671875,40.685609672000055,-73.94291302299996,POINT (-73.94291302299996 40.685609672000055)
72616285,2010-05-09,01:58:00,BRONX,46,0,MULTI DWELL - APT BUILD,True,25-44,M,BLACK,<18,F,BLACK,1009853.5,247502.5625,40.84598358900007,-73.90746098599993,POINT (-73.90746098599993 40.84598358900007)
85875439,2012-07-22,21:35:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,18-24,M,BLACK,1011046.6875,239814.234375,40.82487781900005,-73.90317908399999,POINT (-73.90317908399999 40.82487781900005)
142324890,2015-04-21,15:36:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK,1012960.0625,182221.609375,40.66679461900002,-73.89651148199994,POINT (-73.89651148199994 40.66679461900003)
152868707,2016-05-07,15:23:00,BROOKLYN,69,0,UNKNOWN,False,18-24,M,BLACK,18-24,M,BLACK,1011467.0,172461.0,40.64000860200008,-73.90193284499996,POINT (-73.90193284499998 40.64000860200008)
25036119,2006-10-30,00:20:00,BRONX,40,0,UNKNOWN,False,25-44,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1008973.0,233961.0,40.808818385000045,-73.91069333199994,POINT (-73.91069333199994 40.80881838500005)
61459877,2009-05-06,22:20:00,BROOKLYN,71,0,UNKNOWN,False,18-24,M,BLACK,18-24,M,BLACK,1002948.4375,182617.640625,40.66790844000008,-73.93259885099997,POINT (-73.93259885099997 40.667908440000076)
79489506,2011-06-24,04:36:00,BRONX,47,0,UNKNOWN,True,18-24,M,BLACK,25-44,M,BLACK,1023013.375,262080.3125,40.88594708000005,-73.85981210199996,POINT (-73.85981210199998 40.88594708000005)
38936881,2008-02-05,20:30:00,MANHATTAN,34,0,MULTI DWELL - APT BUILD,True,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1005112.1875,255330.859375,40.867482393000046,-73.92457346099997,POINT (-73.92457346099997 40.867482393000046)
154617363,2016-07-05,20:15:00,BRONX,41,0,UNKNOWN,False,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1011153.25,235311.59375,40.812519018000046,-73.90281209999995,POINT (-73.90281209999995 40.812519018000046)
240321668,2022-02-08,20:02:00,BROOKLYN,69,0,UNKNOWN,False,25-44,M,BLACK,25-44,M,BLACK,1008366.0,171800.0,40.638196,-73.913105,POINT (-73.913105 40.638196)
136598716,2014-05-05,19:28:00,QUEENS,113,0,UNKNOWN,True,25-44,M,BLACK,18-24,M,BLACK,1041528.875,189745.875,40.68730824500005,-73.79346701799993,POINT (-73.79346701799994 40.687308245000054)
33430214,2007-07-29,04:06:00,BRONX,52,0,UNKNOWN,False,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1013635.8125,256599.59375,40.87094042100006,-73.89375044799993,POINT (-73.89375044799993 40.87094042100006)
225295736,2021-03-07,06:15:00,BROOKLYN,75,0,UNKNOWN,False,25-44,M,BLACK HISPANIC,25-44,F,WHITE HISPANIC,1020492.0,187865.0,40.68225681500007,-73.86933111399996,POINT (-73.86933111399996 40.68225681500007)
224354730,2021-02-12,05:15:00,BRONX,43,0,UNKNOWN,False,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1018728.0,242744.0,40.832892539000056,-73.87540977699997,POINT (-73.87540977699997 40.832892539000056)
25055208,2006-10-31,01:24:00,BRONX,40,0,UNKNOWN,False,25-44,M,BLACK,18-24,M,BLACK,1010580.3125,236353.1875,40.81537962700003,-73.90487777799996,POINT (-73.90487777799996 40.81537962700003)
217211030,2020-08-29,02:40:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1010525.875,236982.46875,40.81710698900008,-73.90507198099994,POINT (-73.90507198099994 40.81710698900008)
224079783,2021-02-06,19:30:00,BRONX,45,0,UNKNOWN,True,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1031944.0,249990.0,40.85271917500006,-73.82760025499994,POINT (-73.82760025499994 40.85271917500006)
214828723,2020-07-01,02:35:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,F,BLACK,1007451.8125,234917.078125,40.81144667900002,-73.91618508499994,POINT (-73.91618508499994 40.81144667900003)
81804941,2011-11-21,16:10:00,BRONX,50,0,UNKNOWN,True,<18,M,BLACK,18-24,M,BLACK,1011243.5625,256819.609375,40.87155193600006,-73.90239927199997,POINT (-73.90239927199997 40.87155193600006)
36198161,2007-12-08,07:12:00,QUEENS,113,0,PVT HOUSE,True,18-24,M,BLACK,18-24,F,BLACK,1046405.0,187112.640625,40.68004774000008,-73.77590919699996,POINT (-73.77590919699998 40.68004774000008)
55256117,2008-12-27,04:06:00,BROOKLYN,73,0,BAR/NIGHT CLUB,True,25-44,M,BLACK,18-24,M,BLACK,1008845.3125,182763.765625,40.66829510300005,-73.91134176099996,POINT (-73.91134176099996 40.66829510300005)
72837481,2010-05-22,02:29:00,QUEENS,113,0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,18-24,M,BLACK,1052836.5,195974.75,40.70432459600005,-73.75263110099996,POINT (-73.75263110099996 40.70432459600005)
74925351,2010-10-05,16:04:00,BROOKLYN,67,0,COMMERCIAL BLDG,False,18-24,M,BLACK,18-24,M,BLACK,999931.5625,175437.03125,40.64820510200008,-73.94349052899997,POINT (-73.94349052899997 40.64820510200008)
80079050,2011-08-01,02:10:00,BROOKLYN,79,0,UNKNOWN,False,18-24,M,BLACK,18-24,M,BLACK,998013.9375,188614.078125,40.68437635500004,-73.95037408299999,POINT (-73.95037408299999 40.68437635500004)
208733991,2020-01-29,20:30:00,BROOKLYN,75,0,UNKNOWN,False,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1017953.125,185020.71875,40.674459943000045,-73.87849922599997,POINT (-73.87849922599997 40.674459943000045)
271753275,2023-07-23,00:27:00,QUEENS,115,0,UNKNOWN,False,45-64,M,BLACK,25-44,M,BLACK,1019926.0,216763.0,40.761569,-73.871215,POINT (-73.871215 40.761569)
275824274,2023-10-12,03:13:00,MANHATTAN,24,0,UNKNOWN,False,25-44,F,BLACK HISPANIC,25-44,M,BLACK,993448.0,226656.0,40.788792,-73.966781,POINT (-73.966781 40.788792)
263503175,2023-02-10,14:29:00,BRONX,48,0,FAST FOOD,False,45-64,M,WHITE HISPANIC,25-44,M,BLACK,1013973.0,247558.0,40.846117,-73.892569,POINT (-73.892569 40.846117)
278201749,2023-11-28,17:45:00,BROOKLYN,81,1,UNKNOWN,False,18-24,M,WHITE HISPANIC,45-64,M,ASIAN / PACIFIC ISLANDER,1005983.0,186617.0,40.6788705991623,-73.92164580117114,POINT (-73.92164580117114 40.6788705991623)
268390098,2023-05-17,06:28:00,BRONX,50,0,UNKNOWN,True,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1012305.0,260618.0,40.881967,-73.898543,POINT (-73.898543 40.881967)
272815858,2023-08-12,02:43:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,True,25-44,M,BLACK,25-44,M,BLACK,1001139.0,192774.0,40.695783,-73.939093,POINT (-73.939093 40.695783)
273301859,2023-08-22,19:51:00,QUEENS,113,0,BEAUTY/NAIL SALON,False,18-24,M,ASIAN / PACIFIC ISLANDER,25-44,M,BLACK,1047071.0,189114.0,40.685529,-73.773485,POINT (-73.773485 40.685529)
279547332,2023-12-26,23:31:00,BRONX,46,0,UNKNOWN,False,45-64,M,WHITE HISPANIC,45-64,M,WHITE,1011035.0,250045.0,40.852951,-73.903178,POINT (-73.903178 40.852951)
267267403,2023-04-25,18:15:00,BRONX,40,0,UNKNOWN,False,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1008067.0,236070.0,40.814603,-73.913955,POINT (-73.913955 40.814603)
270489846,2023-06-27,12:27:00,BRONX,41,0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,45-64,M,BLACK,1012221.0,238552.0,40.821404,-73.898938,POINT (-73.898938 40.821404)
275682382,2023-10-10,02:42:00,QUEENS,114,0,MULTI DWELL - APT BUILD,False,25-44,M,WHITE,25-44,M,WHITE,1008018.0,225388.0,40.785284,-73.914172,POINT (-73.914172 40.785284)
274445543,2023-09-14,12:30:00,BRONX,40,0,UNKNOWN,False,18-24,M,BLACK,65+,F,WHITE HISPANIC,1006614.0,233501.0,40.80755382044926,-73.91921496573,POINT (-73.91921496573 40.80755382044926)
272815861,2023-08-12,20:18:00,BRONX,46,0,UNKNOWN,False,<18,M,BLACK HISPANIC,<18,M,BLACK,1010368.0,250580.0,40.854422,-73.905587,POINT (-73.905587 40.854422)
261204520,2023-01-01,06:47:00,BRONX,40,0,UNKNOWN,False,18-24,M,BLACK,<18,M,BLACK,1005216.0,235339.0,40.812604,-73.924256,POINT (-73.924256 40.812604)
272365819,2023-08-03,19:29:00,BROOKLYN,67,0,GROCERY/BODEGA,False,18-24,M,BLACK,18-24,M,BLACK,1005850.0,179669.0,40.659801,-73.922144,POINT (-73.922144 40.659801)
267282250,2023-04-26,00:31:00,BROOKLYN,75,0,UNKNOWN,True,25-44,M,BLACK,25-44,M,BLACK,1012193.0,182071.0,40.666377,-73.899274,POINT (-73.899274 40.666377)
275824274,2023-10-12,03:13:00,MANHATTAN,24,0,UNKNOWN,False,25-44,M,BLACK,25-44,M,BLACK,993448.0,226656.0,40.788792,-73.966781,POINT (-73.966781 40.788792)
266828892,2023-04-17,17:52:00,BROOKLYN,67,0,GROCERY/BODEGA,False,25-44,M,BLACK,25-44,M,BLACK,1005524.0,181440.0,40.664665,-73.923314,POINT (-73.923314 40.664665)
265354835,2023-03-19,23:48:00,BRONX,47,0,GROCERY/BODEGA,True,18-24,M,BLACK,25-44,M,BLACK,1025687.0,268586.0,40.903785,-73.850098,POINT (-73.850098 40.903785)
261467498,2023-01-05,21:05:00,BROOKLYN,61,0,LIQUOR STORE,True,45-64,M,WHITE,25-44,M,WHITE,998473.0,152622.0,40.585577,-73.948792,POINT (-73.948792 40.585577)
273301861,2023-08-22,16:51:00,BRONX,47,0,CHAIN STORE,False,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1025792.0,268868.0,40.904557,-73.849717,POINT (-73.849717 40.904557)
271076528,2023-07-10,00:06:00,MANHATTAN,5,0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,WHITE HISPANIC,18-24,F,WHITE HISPANIC,984984.0,197590.0,40.709018,-73.997352,POINT (-73.997352 40.709018)
264689064,2023-03-07,14:18:00,BROOKLYN,72,0,GROCERY/BODEGA,False,<18,M,BLACK,18-24,M,BLACK,982942.0,177558.0,40.654033,-74.004711,POINT (-74.004711 40.654033)
271818282,2023-07-24,02:40:00,BRONX,46,0,BAR/NIGHT CLUB,True,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1011329.0,249447.0,40.851308,-73.902116,POINT (-73.902116 40.851308)
268002604,2023-05-09,21:38:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,18-24,M,BLACK,998969.0,229216.0,40.795809,-73.946837,POINT (-73.946837 40.795809)
276785707,2023-10-31,17:27:00,BROOKLYN,75,0,UNKNOWN,False,18-24,M,BLACK,25-44,M,BLACK,1015660.0,183332.0,40.669827,-73.886771,POINT (-73.886771 40.669827)
263692951,2023-02-15,21:55:00,MANHATTAN,33,0,UNKNOWN,True,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,999318.0,245037.0,40.83923231,-73.94554424,POINT (-73.94554424 40.83923231)
262278067,2023-01-21,00:36:00,MANHATTAN,32,0,UNKNOWN,False,25-44,M,BLACK,25-44,M,BLACK,999634.0,235961.0,40.814322,-73.94442,POINT (-73.94442 40.814322)
276021969,2023-10-16,08:14:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,F,BLACK,996824.0,182756.0,40.668292,-73.954673,POINT (-73.954673 40.668292)
272105041,2023-07-30,01:30:00,MANHATTAN,7,0,UNKNOWN,False,<18,M,BLACK,18-24,M,BLACK,1026692.0,251697.0,40.857424,-73.846572,POINT (-73.846572 40.857424)
277978380,2023-11-23,23:43:00,MANHATTAN,32,0,UNKNOWN,True,45-64,M,BLACK,45-64,M,BLACK,1001650.0,240575.0,40.826982,-73.937128,POINT (-73.937128 40.826982)
268542758,2023-05-19,13:56:00,QUEENS,105,0,UNKNOWN,False,45-64,M,WHITE HISPANIC,45-64,M,WHITE,1053583.0,199873.0,40.715013,-73.749896,POINT (-73.749896 40.715013)
270719379,2023-07-01,18:42:00,MANHATTAN,30,0,UNKNOWN,True,25-44,M,WHITE HISPANIC,<18,M,BLACK HISPANIC,997626.0,240713.0,40.827369,-73.951665,POINT (-73.951665 40.827369)
275659025,2023-10-09,13:06:00,QUEENS,113,0,PVT HOUSE,False,<18,M,BLACK,<18,M,BLACK,1041093.0,188900.0,40.684982,-73.795042,POINT (-73.795042 40.684982)
270033865,2023-06-18,15:15:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1009347.0,235307.0,40.812505,-73.909335,POINT (-73.909335 40.812505)
266183424,2023-04-04,22:25:00,BRONX,48,0,UNKNOWN,False,25-44,M,WHITE HISPANIC,<18,M,BLACK,1015592.0,245489.0,40.84043016,-73.88672794,POINT (-73.88672794 40.84043016)
276509562,2023-10-25,20:50:00,BROOKLYN,75,0,UNKNOWN,False,<18,M,BLACK,25-44,M,WHITE HISPANIC,1015965.0,181781.0,40.665567,-73.885679,POINT (-73.885679 40.665567)
263889115,2023-02-18,21:05:00,BROOKLYN,71,0,UNKNOWN,False,18-24,M,BLACK,18-24,F,BLACK,995628.0,181599.0,40.665118,-73.958987,POINT (-73.958987 40.665118)
269541207,2023-06-08,03:05:00,BRONX,41,0,UNKNOWN,False,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1015533.0,238047.0,40.820006,-73.886973,POINT (-73.886973 40.820006)
278068696,2023-11-26,02:20:00,BRONX,40,0,UNKNOWN,False,45-64,M,BLACK,25-44,M,BLACK,1006170.0,235104.0,40.811957,-73.920811,POINT (-73.920811 40.811957)
264600807,2023-03-03,00:23:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,WHITE HISPANIC,18-24,M,BLACK,990468.0,202168.0,40.721581,-73.977567,POINT (-73.977567 40.721581)
273470855,2023-08-25,18:59:00,BRONX,40,0,UNKNOWN,False,18-24,M,BLACK,25-44,M,BLACK,1009419.0,235573.0,40.81323333664803,-73.9090747576563,POINT (-73.9090747576563 40.81323333664803)
276687570,2023-10-29,22:39:00,BROOKLYN,67,0,UNKNOWN,True,45-64,M,BLACK,25-44,M,BLACK,1000242.0,171647.0,40.637796,-73.942376,POINT (-73.942376 40.637796)
276572811,2023-10-26,15:22:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,WHITE HISPANIC,45-64,M,BLACK,1006693.0,238644.0,40.82167,-73.918909,POINT (-73.918909 40.82167)
264657995,2023-03-06,16:44:00,BROOKLYN,75,0,UNKNOWN,False,<18,M,BLACK HISPANIC,45-64,M,BLACK HISPANIC,1017703.0,182860.0,40.66852195,-73.87941026,POINT (-73.87941026 40.66852195)
268227792,2023-05-13,00:39:00,BRONX,46,0,UNKNOWN,False,25-44,M,BLACK,25-44,F,BLACK,1006216.0,247828.0,40.84687833,-73.92060574,POINT (-73.92060574 40.84687833)
270435995,2023-06-26,12:07:00,BROOKLYN,72,0,UNKNOWN,False,25-44,M,WHITE HISPANIC,45-64,M,BLACK HISPANIC,979547.0,173271.0,40.642267,-74.016943,POINT (-74.016943 40.642267)
266702449,2023-04-14,02:02:00,BRONX,46,0,UNKNOWN,False,<18,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1008383.0,250881.0,40.85525224,-73.91276232,POINT (-73.91276232 40.85525224)
270836517,2023-07-05,02:21:00,BRONX,46,0,UNKNOWN,False,18-24,M,BLACK HISPANIC,18-24,M,BLACK,1011263.0,251671.0,40.857414,-73.902346,POINT (-73.902346 40.857414)
261528413,2023-01-06,22:57:00,BROOKLYN,63,2,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK HISPANIC,18-24,M,BLACK,1005706.0,170355.0,40.634238,-73.922695,POINT (-73.922695 40.634238)
266775505,2023-04-16,14:53:00,BRONX,52,0,UNKNOWN,False,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1011094.0,253282.0,40.861836,-73.90295,POINT (-73.90295 40.861836)
271410926,2023-07-14,15:50:00,BRONX,44,0,UNKNOWN,True,25-44,M,BLACK,25-44,M,BLACK,1007072.0,239961.0,40.825285,-73.917538,POINT (-73.917538 40.825285)
262270874,2023-01-20,22:25:00,MANHATTAN,5,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,45-64,F,WHITE HISPANIC,987136.0,202242.0,40.721784,-73.989585,POINT (-73.989585 40.721784)
262067878,2023-01-17,15:00:00,BROOKLYN,69,0,UNKNOWN,True,25-44,M,BLACK,25-44,M,BLACK,1008697.0,171612.0,40.63768,-73.911914,POINT (-73.911914 40.63768)
263891837,2023-02-18,21:10:00,MANHATTAN,23,0,MULTI DWELL - APT BUILD,False,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1000776.0,227613.0,40.791406,-73.940318,POINT (-73.940318 40.791406)
263073499,2023-02-04,18:55:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD,True,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1023026.0,183608.0,40.670555,-73.860214,POINT (-73.860214 40.670555)
278445172,2023-12-03,18:00:00,MANHATTAN,32,0,UNKNOWN,True,25-44,M,BLACK,25-44,M,BLACK,999759.0,238463.0,40.82119,-73.943962,POINT (-73.943962 40.82119)
268737289,2023-05-23,19:09:00,MANHATTAN,33,0,GROCERY/BODEGA,True,18-24,M,BLACK HISPANIC,65+,M,ASIAN / PACIFIC ISLANDER,1000197.0,244402.0,40.83749,-73.942368,POINT (-73.942368 40.83749)
271916392,2023-07-26,00:19:00,MANHATTAN,24,0,UNKNOWN,False,18-24,M,BLACK,25-44,M,WHITE HISPANIC,992129.0,227985.0,40.79244,-73.971544,POINT (-73.971544 40.79244)
268973602,2023-05-27,21:25:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK HISPANIC,25-44,F,BLACK,1022965.0,182558.0,40.667673,-73.860441,POINT (-73.860441 40.667673)
269184590,2023-06-01,20:04:00,BRONX,41,0,GROCERY/BODEGA,False,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1014891.0,237941.0,40.819718,-73.889295,POINT (-73.889295 40.819718)
270335892,2023-06-23,16:13:00,BROOKLYN,68,0,UNKNOWN,False,18-24,M,BLACK,25-44,M,BLACK,975695.0,163739.0,40.6161,-74.030812,POINT (-74.030812 40.6161)
273846994,2023-09-03,04:07:00,BROOKLYN,83,0,UNKNOWN,True,<18,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1008056.0,194042.0,40.699245,-73.914143,POINT (-73.914143 40.699245)
274633316,2023-09-19,01:29:00,MANHATTAN,24,0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK,991558.0,226956.0,40.78961486176856,-73.9736085726657,POINT (-73.9736085726657 40.78961486176856)
265417230,2023-03-21,00:40:00,BRONX,41,0,UNKNOWN,False,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1012918.0,240579.0,40.826963,-73.896413,POINT (-73.896413 40.826963)
269007335,2023-05-29,22:40:00,BRONX,42,0,MULTI DWELL - APT BUILD,True,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1011255.0,241480.0,40.829443,-73.902415,POINT (-73.902415 40.829443)
274180042,2023-09-09,12:17:00,BROOKLYN,79,0,UNKNOWN,False,45-64,M,BLACK,25-44,F,BLACK,997256.0,191871.0,40.69330874886407,-73.95309919017043,POINT (-73.95309919017043 40.69330874886407)
274317595,2023-09-12,17:03:00,BRONX,40,0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,<18,M,BLACK,1008027.0,233797.0,40.808365,-73.914108,POINT (-73.914108 40.808365)
276262588,2023-10-20,22:50:00,QUEENS,110,0,UNKNOWN,False,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,1015306.0,210923.0,40.745558,-73.887918,POINT (-73.887918 40.745558)
271171077,2023-07-11,17:47:00,BRONX,52,0,UNKNOWN,False,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1012759.0,254893.0,40.86625092849689,-73.8969265960367,POINT (-73.8969265960367 40.86625092849689)
275357002,2023-10-03,21:58:00,BRONX,46,0,UNKNOWN,False,18-24,M,BLACK,18-24,M,BLACK,1012197.0,250424.0,40.853988,-73.898976,POINT (-73.898976 40.853988)
271769930,2023-07-23,22:42:00,BRONX,50,0,UNKNOWN,False,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1010673.0,256799.0,40.871489,-73.904459,POINT (-73.904459 40.871489)
276436475,2023-10-24,18:53:00,BRONX,47,0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,18-24,M,BLACK,1021457.0,258089.0,40.874991,-73.865459,POINT (-73.865459 40.874991)
262145574,2023-01-18,16:05:00,BRONX,41,0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK,1015347.0,236359.0,40.815372,-73.887653,POINT (-73.887653 40.815372)
267879320,2023-05-07,02:58:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD,True,45-64,M,BLACK,45-64,F,BLACK,1005940.0,180257.0,40.661415,-73.921819,POINT (-73.921819 40.661415)
262696073,2023-01-29,17:00:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,True,<18,M,BLACK,<18,M,BLACK,1001038.0,226536.0,40.78845,-73.939372,POINT (-73.939372 40.78845)
278426561,2023-12-03,00:23:00,BROOKLYN,90,0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,WHITE HISPANIC,997250.0,197948.0,40.70999,-73.953108,POINT (-73.953108 40.70999)
267392714,2023-04-27,10:11:00,BRONX,44,0,UNKNOWN,False,25-44,M,BLACK,25-44,M,BLACK,1006659.0,245559.0,40.84064947,-73.91901214,POINT (-73.91901214 40.84064947)
272060121,2023-07-28,20:45:00,QUEENS,106,0,UNKNOWN,False,<18,M,BLACK,<18,M,BLACK,1037629.0,188289.0,40.683325585282006,-73.80753917984663,POINT (-73.80753917984663 40.683325585282006)
262747863,2023-01-30,07:25:00,BRONX,41,0,UNKNOWN,True,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1012238.0,239444.0,40.82384965,-73.89887473,POINT (-73.89887473 40.82384965)
270758366,2023-07-03,20:14:00,BRONX,44,0,UNKNOWN,False,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1005495.0,241185.0,40.828648,-73.92323,POINT (-73.92323 40.828648)
270825477,2023-07-05,01:32:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,18-24,F,BLACK,1008872.0,180548.0,40.662206,-73.911251,POINT (-73.911251 40.662206)
262586366,2023-01-26,18:23:00,BROOKLYN,69,0,UNKNOWN,False,25-44,M,BLACK,25-44,M,BLACK,1011203.0,174514.0,40.645639,-73.902874,POINT (-73.902874 40.645639)
271753274,2023-07-23,04:00:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,F,BLACK,996019.0,182558.0,40.66775,-73.957575,POINT (-73.957575 40.66775)
275142941,2023-09-29,00:30:00,QUEENS,102,0,PVT HOUSE,False,45-64,M,BLACK,25-44,M,BLACK,1033435.0,193797.0,40.69847,-73.822618,POINT (-73.822618 40.69847)
279179085,2023-12-18,21:00:00,MANHATTAN,33,0,MULTI DWELL - APT BUILD,False,18-24,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1000839.0,244344.0,40.83733,-73.940048,POINT (-73.940048 40.83733)
276669686,2023-10-27,23:58:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1043846.0,156129.0,40.595016,-73.785405,POINT (-73.785405 40.595016)
272103285,2023-07-30,03:50:00,QUEENS,110,0,BAR/NIGHT CLUB,False,25-44,M,BLACK,18-24,M,BLACK,1016250.0,208615.0,40.739221,-73.884524,POINT (-73.884524 40.739221)
270489847,2023-06-27,20:15:00,QUEENS,103,0,UNKNOWN,False,25-44,M,BLACK,25-44,M,BLACK,1039221.0,192292.0,40.694306,-73.801765,POINT (-73.801765 40.694306)
269311792,2023-06-04,19:41:00,STATEN ISLAND,120,0,UNKNOWN,False,25-44,M,WHITE,25-44,M,WHITE,963772.0,166550.0,40.623796,-74.073767,POINT (-74.073767 40.623796)
271171077,2023-07-11,17:47:00,BRONX,52,0,UNKNOWN,False,<18,M,BLACK,25-44,M,BLACK HISPANIC,1012759.0,254893.0,40.86625092849689,-73.8969265960367,POINT (-73.8969265960367 40.86625092849689)
269184589,2023-06-01,20:53:00,BROOKLYN,83,2,MULTI DWELL - PUBLIC HOUS,False,<18,M,BLACK,18-24,M,BLACK,1007142.0,192857.0,40.695995,-73.917445,POINT (-73.917445 40.695995)
274871515,2023-09-23,23:40:00,QUEENS,107,2,MULTI DWELL - PUBLIC HOUS,False,18-24,M,WHITE,25-44,M,WHITE HISPANIC,1035560.0,206352.0,40.732918,-73.814859,POINT (-73.814859 40.732918)
267859151,2023-05-06,04:30:00,BRONX,48,0,BAR/NIGHT CLUB,True,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1013434.0,248939.0,40.849909,-73.894509,POINT (-73.894509 40.849909)
278581538,2023-12-06,01:55:00,MANHATTAN,33,0,RESTAURANT/DINER,False,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1000322.0,244630.0,40.838114,-73.941915,POINT (-73.941915 40.838114)
272458923,2023-08-06,06:40:00,BRONX,45,0,UNKNOWN,False,45-64,M,BLACK,45-64,M,BLACK,1035369.0,247046.0,40.844613,-73.815241,POINT (-73.815241 40.844613)
269301981,2023-06-03,15:30:00,QUEENS,114,0,RESTAURANT/DINER,False,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,1003379.0,215133.0,40.757147,-73.930952,POINT (-73.930952 40.757147)
265403881,2023-03-20,22:45:00,BROOKLYN,61,2,MULTI DWELL - PUBLIC HOUS,True,25-44,M,BLACK,25-44,M,WHITE,1001473.0,156122.0,40.595179,-73.937983,POINT (-73.937983 40.595179)
271021661,2023-07-08,11:27:00,QUEENS,102,0,BEAUTY/NAIL SALON,True,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1028856.0,192785.0,40.695717,-73.839138,POINT (-73.839138 40.695717)
261194183,2023-01-01,05:55:00,BRONX,47,0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,F,BLACK,1023283.0,264964.0,40.893855,-73.858817,POINT (-73.858817 40.893855)
268958472,2023-05-27,16:54:00,BRONX,44,0,UNKNOWN,False,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1009143.0,242912.0,40.83338,-73.910044,POINT (-73.910044 40.83338)
